Latitude,Longitude
12.525152666666667,76.87747266666666
12.525157666666667,76.87747583333334
12.525173333333333,76.87745416666667
12.525148833333333,76.87746633333333
12.509973333333333,76.834831
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.509793166666666,76.8350685
12.5099135,76.83485283333333
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509936666666666,76.83487016666666
12.509978,76.83488016666666
12.509905666666667,76.83499383333333
0.0,0.0
12.5100695,76.83476633333333
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.510072166666667,76.83478716666667
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
12.5099385,76.83498383333334
